#chrom	txStart	txEnd	refseq	score	strand	symbol
chr1_KI270762v1_alt	137939	142659	NM_152371	0.000	+	FAM213B
chr1_KI270762v1_alt	101109	104035	NR_026927	0.000	-	LOC115110
chr1_KI270762v1_alt	137649	142659	NR_036637	0.000	+	FAM213B
chr1_KI270762v1_alt	137649	142659	NR_036638	0.000	+	FAM213B
chr1_KI270762v1_alt	106958	108201	NR_037844	0.000	-	LOC100133445
chr1_KI270763v1_alt	136535	267514	NM_001042404	0.000	-	CEP170
chr1_KI270763v1_alt	136535	267514	NM_001042405	0.000	-	CEP170
chr1_KI270763v1_alt	511826	855682	NM_001206729	0.000	-	AKT3
chr1_KI270763v1_alt	511826	855380	NM_005465	0.000	-	AKT3
chr1_KI270763v1_alt	268112	512199	NM_006642	0.000	+	SDCCAG8
chr1_KI270763v1_alt	136535	267514	NM_014812	0.000	-	CEP170
chr1_KI270763v1_alt	500340	855380	NM_181690	0.000	-	AKT3
chr1_KI270763v1_alt	68421	113852	NR_029401	0.000	-	LOC731275
chr1_KI270763v1_alt	358283	358363	NR_039824	0.000	+	MIR4677
chr1_KI270765v1_alt	104159	104944	NM_001144032	0.000	+	PPIAL4E
chr1_KI270765v1_alt	104159	104944	NM_001164261	0.000	+	PPIAL4D
chr1_KI270765v1_alt	104159	104944	NM_001164262	0.000	+	PPIAL4F
chr1_KI270766v1_alt	118730	122582	NM_001010890	0.000	+	PRAMEF9
chr1_KI270766v1_alt	224771	228605	NM_001012276	0.000	-	PRAMEF8
chr1_KI270766v1_alt	197665	206903	NM_001013407	0.000	+	PRAMEF5
chr1_KI270766v1_alt	166162	169601	NM_001013692	0.000	-	PRAMEF3
chr1_KI270766v1_alt	166162	169622	NM_001099850	0.000	-	LOC391003
chr1_KI270766v1_alt	166799	169577	NM_001100631	0.000	-	PRAMEF22
chr1_KI270766v1_alt	61030	62397	NM_001136561	0.000	-	HNRNPCP5
chr1_KI270766v1_alt	110147	111153	NM_001146181	0.000	-	LOC649330
chr1_KI270766v1_alt	202736	206579	NM_001282323	0.000	+	PRAMEF23
chr1_KI270766v1_alt	166162	169622	NM_001291370	0.000	-	LOC391003
chr1_KI270766v1_alt	139646	144868	NM_001291380	0.000	-	LOC400736
chr1_KI270766v1_alt	247006	252375	NM_001291381	0.000	+	LOC645382
chr1_KI270766v1_alt	40056	45264	NR_111945	0.000	-	LOC645354
chr1_KI270766v1_alt	72612	77819	NR_111945	0.000	+	LOC645354
chr1_KI270766v1_alt	40056	45264	NR_111947	0.000	-	LOC649324
chr1_KI270766v1_alt	72612	77819	NR_111947	0.000	+	LOC649324
chr1_KI270892v1_alt	103215	104190	NM_001004136	0.000	+	OR2T2
chr1_KI270892v1_alt	9554	10601	NM_001004696	0.000	+	OR2T4
chr1_KI270892v1_alt	139006	139954	NM_001004697	0.000	+	OR2T5
chr1_KI270892v1_alt	35922	36849	NM_001005471	0.000	+	OR2T6
chr1_KI270892v1_alt	123768	124725	NM_001005495	0.000	+	OR2T3
chr1_KI270892v1_alt	56200	57310	NM_030904	0.000	+	OR2T1
chr2	240868744	240879119	NM_000030	0.000	+	AGXT
chr2	174747594	174764472	NM_000079	0.000	-	CHRNA1
chr2	188974372	189012746	NM_000090	0.000	+	COL3A1
chr2	227164564	227314792	NM_000091	0.000	+	COL4A3
chr2	227002710	227164559	NM_000092	0.000	-	COL4A4
chr2	38067602	38076181	NM_000104	0.000	-	CYP1B1
chr2	127257289	127294176	NM_000122	0.000	-	ERCC3
chr2	48962156	49154527	NM_000145	0.000	-	FSHR
chr2	47783081	47806953	NM_000179	0.000	+	MSH6
chr2	26190634	26244726	NM_000182	0.000	-	HADHA
chr2	26244747	26290465	NM_000183	0.000	+	HADHB
chr2	74832654	74893354	NM_000189	0.000	+	HK2
chr2	172427585	172506453	NM_000210	0.000	+	ITGA6
chr2	48686773	48755741	NM_000233	0.000	-	LHCGR
chr2	47403066	47483228	NM_000251	0.000	+	MSH2
chr2	110123335	110205062	NM_000272	0.000	-	NPHP1
chr2	127418419	127429246	NM_000312	0.000	+	PROC
chr2	44275457	44320823	NM_000341	0.000	+	SLC3A1
chr2	31524585	31580971	NM_000348	0.000	-	SRD5A2
chr2	31334321	31414745	NM_000379	0.000	-	XDH
chr2	21001428	21044073	NM_000384	0.000	-	APOB
chr2	189031914	189179879	NM_000393	0.000	-	COL5A2
chr2	156436387	156586403	NM_000408	0.000	+	GPD2
chr2	222293629	222298996	NM_000438	0.000	-	PAX3
chr2	214725645	214809711	NM_000465	0.000	-	BARD1
chr2	176092803	176095938	NM_000523	0.000	+	HOXD13
chr2	233307662	233347055	NM_000541	0.000	+	SAG
chr2	85657316	85668741	NM_000542	0.000	-	SFTPB
chr2	1413460	1542727	NM_000547	0.000	+	TPO
chr2	112773914	112785394	NM_000575	0.000	-	IL1A
chr2	112829759	112836779	NM_000576	0.000	-	IL1B
chr2	113117892	113134016	NM_000577	0.000	+	IL1RN
chr2	218382028	218396894	NM_000578	0.000	+	SLC11A1
chr2	216633403	216664435	NM_000597	0.000	+	IGFBP2
chr2	216672104	216695549	NM_000599	0.000	-	IGFBP5
chr2	33134596	33399508	NM_000627	0.000	+	LTBP1
chr2	218162844	218166993	NM_000634	0.000	-	CXCR1
chr2	96112874	96116245	NM_000682	0.000	-	ADRA2B
chr2	151832770	152099079	NM_000726	0.000	-	CACNB4
chr2	232526159	232536665	NM_000751	0.000	+	CHRND
chr2	218781748	218815293	NM_000784	0.000	+	CYP27A1
chr2	170816689	170861149	NM_000817	0.000	+	GAD1
chr2	85544854	85561534	NM_000821	0.000	-	GGCX
chr2	231108235	231125110	NM_000867	0.000	-	HTR2B
chr2	102142775	102179874	NM_000877	0.000	+	IL1R1
chr2	181456891	181537741	NM_000885	0.000	+	ITGA4
chr2	160099665	160200313	NM_000888	0.000	-	ITGB6
chr2	25160852	25168690	NM_000939	0.000	-	POMC
chr2	68178856	68252519	NM_000945	0.000	-	PPP3R1
chr2	101002228	101006423	NM_000993	0.000	+	RPL31
chr2	216498796	216501465	NM_000998	0.000	+	RPL37A
chr2	138501779	138573236	NM_001001664	0.000	+	SPOPL
chr2	127183835	127205767	NM_001001665	0.000	-	CYP27C1
chr2	18562870	18589580	NM_001002006	0.000	-	NT5C1B
chr2	96123849	96138436	NM_001002036	0.000	-	ASTL
chr2	30447270	30644225	NM_001002257	0.000	+	LCLAT1
chr2	175176257	175181663	NM_001002258	0.000	-	ATP5G3
chr2	279560	288308	NM_001002919	0.000	-	FAM150B
chr2	182167886	182522845	NM_001003683	0.000	-	PDE1A
chr2	170715346	170717988	NM_001003845	0.000	+	SP5
chr2	54253177	54256272	NM_001003937	0.000	-	TSPYL6
chr2	70777309	70790643	NM_001004311	0.000	-	FIGLA
chr2	115162106	115844750	NM_001004360	0.000	+	DPP10
chr2	105851747	105894274	NM_001004720	0.000	+	NCK2
chr2	105745062	105894274	NM_001004722	0.000	+	NCK2
chr2	230225729	230239076	NM_001005176	0.000	+	SP140
chr2	55236619	55269179	NM_001005369	0.000	-	MTIF2
chr2	158456963	158681428	NM_001005476	0.000	+	PKP4
chr2	63892532	64019080	NM_001005739	0.000	-	VPS54
chr2	151832770	152098721	NM_001005746	0.000	-	CACNB4
chr2	151832770	151973971	NM_001005747	0.000	-	CACNB4
chr2	86503429	86563497	NM_001005753	0.000	-	CHMP3
chr2	202206179	202238599	NM_001005781	0.000	-	SUMO1
chr2	202206179	202238599	NM_001005782	0.000	-	SUMO1
chr2	240029490	240030429	NM_001005853	0.000	-	OR6B2
chr2	127762485	127811187	NM_001006622	0.000	-	WDR33
chr2	127735379	127811187	NM_001006623	0.000	-	WDR33
chr2	143946013	144294493	NM_001006636	0.000	-	GTDC1
chr2	20200796	20225433	NM_001006946	0.000	-	SDC1
chr2	219327408	219333177	NM_001007089	0.000	-	RESP18
chr2	68734780	68826825	NM_001007231	0.000	+	ARHGAP25
chr2	159945814	160062615	NM_001007267	0.000	-	PLA2R1
chr2	98599322	98608518	NM_001008215	0.000	-	COA5
chr2	79025685	79028504	NM_001008387	0.000	+	REG3G
chr2	169694453	169701708	NM_001008489	0.000	+	PHOSPHO2
chr2	136114348	136116243	NM_001008540	0.000	-	CXCR4
chr2	108247194	108265351	NM_001008743	0.000	+	SULT1C3
chr2	28815996	28840809	NM_001008779	0.000	+	SPDYA
chr2	219245469	219250337	NM_001008910	0.000	+	STK16
chr2	96325323	96328353	NM_001008949	0.000	+	ITPRIPL1
chr2	39178546	39229532	NM_001009565	0.000	-	CDKL4
chr2	73234235	73253022	NM_001009570	0.000	+	CCT7
chr2	74497516	74503316	NM_001009812	0.000	-	LBX2
chr2	157318612	157327634	NM_001009959	0.000	-	ERMN
chr2	131047875	131093431	NM_001009993	0.000	-	FAM168B
chr2	3575262	3580919	NM_001011	0.000	+	RPS7
chr2	102473302	102533972	NM_001011552	0.000	+	SLC9A4
chr2	174072446	174248637	NM_001011708	0.000	-	OLA1
chr2	100470481	100483280	NM_001011717	0.000	+	NMS
chr2	230864894	230879254	NM_001012514	0.000	+	ITM2C
chr2	230864949	230879254	NM_001012516	0.000	+	ITM2C
chr2	85605252	85612056	NM_001013649	0.000	-	C2orf68
chr2	24790266	24793382	NM_001013663	0.000	-	PTRHD1
chr2	71331754	71435061	NM_001014972	0.000	+	ZNF638
chr2	74425860	74441933	NM_001015055	0.000	-	RTKN
chr2	74425860	74440583	NM_001015056	0.000	-	RTKN
chr2	173906458	173964219	NM_001017371	0.000	-	SP3
chr2	95165416	95184316	NM_001017396	0.000	+	ZNF2
chr2	233059966	233207903	NM_001017915	0.000	+	INPP5D
chr2	158795316	158815984	NM_001017920	0.000	+	DAPL1
chr2	119302443	119366682	NM_001017927	0.000	-	C2orf76
chr2	137964237	137967444	NM_001024074	0.000	+	HNMT
chr2	137964237	137981678	NM_001024075	0.000	+	HNMT
chr2	86917614	87013976	NM_001024457	0.000	+	RGPD1
chr2	87755959	87985790	NM_001024457	0.000	-	RGPD1
chr2	68462370	68467258	NM_001024680	0.000	-	FBXO48
chr2	99547253	100105583	NM_001025108	0.000	-	AFF3
chr2	174799313	175005379	NM_001025201	0.000	-	CHN1
chr2	213284378	213317985	NM_001025436	0.000	+	SPAG16
chr2	26581204	26641343	NM_001029881	0.000	-	CIB4
chr2	29061689	29074261	NM_001029883	0.000	-	C2orf71
chr2	181536673	181657107	NM_001030311	0.000	-	CERKL
chr2	181536673	181657107	NM_001030312	0.000	-	CERKL
chr2	181536673	181657107	NM_001030313	0.000	-	CERKL
chr2	38743598	38751494	NM_001031684	0.000	-	SRSF7
chr2	85598546	85602699	NM_001031738	0.000	-	TMEM150A
chr2	187478578	187554492	NM_001032281	0.000	-	TFPI
chr2	37167819	37188547	NM_001032377	0.000	-	SULT6B1
chr2	87010464	87021846	NM_001032392	0.000	-	PLGLB1
chr2	87748090	87759475	NM_001032392	0.000	+	PLGLB1
chr2	142877625	142989537	NM_001032998	0.000	+	KYNU
chr2	174431571	174487088	NM_001033045	0.000	-	GPR155
chr2	44168860	44209432	NM_001033556	0.000	+	PPM1B
chr2	44168860	44231472	NM_001033557	0.000	+	PPM1B
chr2	240560053	240564014	NM_001033575	0.000	+	DUSP28
chr2	10122735	10131419	NM_001034	0.000	+	RRM2
chr2	27364351	27370457	NM_001034116	0.000	-	EIF2B4
chr2	95347019	95386077	NM_001034914	0.000	+	KCNIP3
chr2	25160852	25168690	NM_001035256	0.000	-	POMC
chr2	74135400	74147912	NM_001035505	0.000	-	BOLA3
chr2	27325848	27357034	NM_001035521	0.000	-	GTF3C2
chr2	235494088	236131800	NM_001037131	0.000	+	AGAP1
chr2	10056798	10080411	NM_001037160	0.000	-	CYS1
chr2	151800965	151828495	NM_001037174	0.000	-	ARL5A
chr2	203867787	203873960	NM_001037631	0.000	+	CTLA4
chr2	206159593	206162929	NM_001037663	0.000	+	EEF1B2
chr2	109792757	109833019	NM_001037866	0.000	+	RGPD6
chr2	110538487	110578732	NM_001037866	0.000	-	RGPD6
chr2	172085479	172089673	NM_001038493	0.000	+	DLX1
chr2	55865961	55924163	NM_001039348	0.000	-	EFEMP1
chr2	55865961	55924163	NM_001039349	0.000	-	EFEMP1
chr2	105360825	105399118	NM_001039492	0.000	-	FHL2
chr2	174747594	174764472	NM_001039523	0.000	-	CHRNA1
chr2	219279317	219286900	NM_001039550	0.000	+	DNAJB2
chr2	223755329	223837602	NM_001039569	0.000	-	AP1S3
chr2	9474540	9488462	NM_001039613	0.000	+	IAH1
chr2	199928910	199955736	NM_001039693	0.000	-	TYW5
chr2	168802589	168865339	NM_001039724	0.000	+	NOSTRIN
chr2	206737764	206765549	NM_001039845	0.000	-	MDH1B
chr2	165239401	165392310	NM_001040142	0.000	+	SCN2A
chr2	165295772	165392310	NM_001040143	0.000	+	SCN2A
chr2	238426984	238452250	NM_001040445	0.000	+	ASB1
chr2	264868	272481	NM_001040649	0.000	+	ACP1
chr2	24175102	24191698	NM_001040710	0.000	+	FAM228A
chr2	44317608	44359749	NM_001042385	0.000	-	PREPL
chr2	44317608	44359749	NM_001042386	0.000	-	PREPL
chr2	219229887	219236669	NM_001042410	0.000	+	ANKZF1
chr2	26786014	26794587	NM_001042426	0.000	+	CENPA
chr2	85839148	85867670	NM_001042437	0.000	-	ST3GAL5
chr2	237487218	237555318	NM_001042467	0.000	+	MLPH
chr2	190180862	190203484	NM_001042519	0.000	+	C2orf88
chr2	190150245	190203484	NM_001042520	0.000	+	C2orf88
chr2	190137759	190203484	NM_001042521	0.000	+	C2orf88
chr2	36552260	36598189	NM_001042548	0.000	-	FEZ2
chr2	211375716	212538628	NM_001042599	0.000	-	ERBB4
chr2	178451435	178461383	NM_001042702	0.000	+	DFNB59
chr2	108288638	108309915	NM_001056	0.000	+	SULT1C2
chr2	75046462	75199519	NM_001058	0.000	-	TACR1
chr2	218261014	218263859	NM_001077191	0.000	+	GPBAR1
chr2	218261014	218263859	NM_001077194	0.000	+	GPBAR1
chr2	177623248	177888739	NM_001077196	0.000	-	PDE11A
chr2	177623248	178108339	NM_001077197	0.000	-	PDE11A
chr2	219219379	219229688	NM_001077198	0.000	-	ATG9A
chr2	174559573	174682899	NM_001077269	0.000	-	WIPF1
chr2	177629398	177922837	NM_001077358	0.000	-	PDE11A
chr2	218270391	218272947	NM_001077399	0.000	+	PNKD
chr2	132644763	132671497	NM_001077427	0.000	-	LYPD1
chr2	131360491	131364158	NM_001077637	0.000	-	WTH3DI
chr2	38813	46588	NM_001077710	0.000	-	FAM110C
chr2	86913811	87012738	NM_001078170	0.000	+	RGPD2
chr2	87757200	87825767	NM_001078170	0.000	-	RGPD2
chr2	97713567	97739860	NM_001079	0.000	+	ZAP70
chr2	212999685	213151609	NM_001079526	0.000	-	IKZF2
chr2	130521093	130527992	NM_001079530	0.000	+	CFC1B
chr2	130592779	130599678	NM_001079530	0.000	-	CFC1B
chr2	166888486	167259751	NM_001079810	0.000	+	XIRP2
chr2	172427585	172506453	NM_001079818	0.000	+	ITGA6
chr2	119366923	119372551	NM_001079862	0.000	+	DBI
chr2	119367674	119372546	NM_001079863	0.000	+	DBI
chr2	218659655	218663443	NM_001079866	0.000	+	BCS1L
chr2	98346154	98398601	NM_001079878	0.000	+	CNGA3
chr2	201233442	201287711	NM_001080124	0.000	+	CASP8
chr2	201258030	201287711	NM_001080125	0.000	+	CASP8
chr2	230416155	230545602	NM_001080391	0.000	+	SP100
chr2	73254681	73269630	NM_001080410	0.000	-	FBXO41
chr2	136990891	137677717	NM_001080427	0.000	+	THSD7B
chr2	56184122	56386174	NM_001080433	0.000	+	CCDC85A
chr2	240998837	241094228	NM_001080437	0.000	+	SNED1
chr2	176080106	176083962	NM_001080458	0.000	-	EVX2
chr2	24010082	24024275	NM_001080473	0.000	+	MFSD2B
chr2	73784188	73817147	NM_001080474	0.000	+	C2orf78
chr2	207821287	208025560	NM_001080475	0.000	-	PLEKHM3
chr2	214411736	214575929	NM_001080500	0.000	+	VWC2L
chr2	237798744	237842808	NM_001080504	0.000	+	RBM44
chr2	127535801	127637728	NM_001080527	0.000	+	MYO7B
chr2	196639631	196732806	NM_001080539	0.000	+	CCDC150
chr2	181985823	182117756	NM_001080545	0.000	+	PPP1R1C
chr2	84821666	84881245	NM_001080824	0.000	-	TRABD2A
chr2	240041812	240042982	NM_001080835	0.000	-	PRR21
chr2	165087519	165204067	NM_001081676	0.000	-	SCN3A
chr2	165087519	165204067	NM_001081677	0.000	-	SCN3A
chr2	168901239	168910000	NM_001081686	0.000	+	G6PC2
chr2	156435452	156586403	NM_001083112	0.000	+	GPD2
chr2	131218350	131264843	NM_001083538	0.000	+	POTEE
chr2	170178144	170655164	NM_001083615	0.000	+	MYO3B
chr2	37231630	37249161	NM_001083946	0.000	+	NDUFAF7
chr2	43230835	43595974	NM_001083953	0.000	-	THADA
chr2	131483959	131492491	NM_001085365	0.000	-	MZT2A
chr2	240886047	240896156	NM_001085437	0.000	-	C2orf54
chr2	169645424	169694421	NM_001085447	0.000	-	CCDC173
chr2	218264128	218270170	NM_001087	0.000	-	AAMP
chr2	206651620	206718396	NM_001093730	0.000	-	DYTN
chr2	206175315	206218047	NM_001098199	0.000	-	GPR1
chr2	101002228	101019693	NM_001098577	0.000	+	RPL31
chr2	17510718	17518439	NM_001099218	0.000	-	RAD51AP2
chr2	109129540	109504636	NM_001099289	0.000	+	SH3RF3
chr2	208165346	208190049	NM_001099334	0.000	-	C2orf80
chr2	70447279	70554015	NM_001099691	0.000	-	TGFA
chr2	101002228	101006423	NM_001099693	0.000	+	RPL31
chr2	130073534	130129222	NM_001099771	0.000	-	POTEF
chr2	86143931	86195770	NM_001100169	0.000	-	IMMT
chr2	86143931	86195770	NM_001100170	0.000	-	IMMT
chr2	54330933	54361577	NM_001100396	0.000	+	C2orf73
chr2	172821586	173052892	NM_001100397	0.000	+	RAPGEF4
chr2	200306261	200482263	NM_001100422	0.000	+	SPATS2L
chr2	200306632	200482263	NM_001100423	0.000	+	SPATS2L
chr2	200306261	200482263	NM_001100424	0.000	+	SPATS2L
chr2	131104846	131149852	NM_001100623	0.000	+	PLEKHB2
chr2	229023972	229271341	NM_001100818	0.000	-	PID1
chr2	43675152	43676322	NM_001101330	0.000	-	LOC728819
chr2	101007227	101151384	NM_001102426	0.000	-	TBC1D8
chr2	240676417	240682900	NM_001102467	0.000	-	AQP12B
chr2	206642417	206649449	NM_001102659	0.000	+	LOC200726
chr2	232697304	232860577	NM_001103146	0.000	+	GIGYF2
chr2	232697304	232860577	NM_001103147	0.000	+	GIGYF2
chr2	232697304	232860577	NM_001103148	0.000	+	GIGYF2
chr2	202912217	202986485	NM_001104586	0.000	+	CARF
chr2	157736445	157875111	NM_001105	0.000	-	ACVR1
chr2	130755650	130768134	NM_001105193	0.000	+	AMER3
chr2	130756290	130768134	NM_001105194	0.000	+	AMER3
chr2	130756290	130768134	NM_001105195	0.000	+	AMER3
chr2	119679166	119682118	NM_001105198	0.000	+	TMEM177
chr2	119679166	119682118	NM_001105199	0.000	+	TMEM177
chr2	26562612	26579527	NM_001105519	0.000	+	C2orf70
chr2	218637915	218659540	NM_001105537	0.000	-	ZNF142
chr2	17816518	17817100	NM_001105569	0.000	+	MSGN1
chr2	157526766	157597560	NM_001111031	0.000	-	ACVR1C
chr2	157526766	157628887	NM_001111032	0.000	-	ACVR1C
chr2	157526766	157628887	NM_001111033	0.000	-	ACVR1C
chr2	157736445	157875862	NM_001111067	0.000	-	ACVR1
chr2	68284170	68320051	NM_001111101	0.000	-	CNRIP1
chr2	40112145	40430304	NM_001112800	0.000	-	SLC8A1
chr2	40112145	40430304	NM_001112801	0.000	-	SLC8A1
chr2	40112145	40512435	NM_001112802	0.000	-	SLC8A1
chr2	96642836	96704887	NM_001113382	0.000	+	FER1L5
chr2	179441983	179746042	NM_001113397	0.000	-	ZNF385B
chr2	179441983	179562588	NM_001113398	0.000	-	ZNF385B
chr2	232878685	232928151	NM_001114090	0.000	-	NGEF
chr2	203014878	203217994	NM_001114132	0.000	+	NBEAL1
chr2	58159242	58241380	NM_001114636	0.000	-	FANCL
chr2	96593154	96638379	NM_001115016	0.000	-	KANSL3
chr2	70978444	70985499	NM_001115116	0.000	+	ANKRD53
chr2	210477681	210679107	NM_001122633	0.000	+	CPS1
chr2	210593354	210679107	NM_001122634	0.000	+	CPS1
chr2	96875881	96986564	NM_001122646	0.000	-	FAM178B
chr2	224378697	224401994	NM_001122779	0.000	-	FAM124B
chr2	55547291	55617725	NM_001122964	0.000	-	SMEK2
chr2	109792757	109857705	NM_001123363	0.000	+	RGPD6
chr2	110513801	110578732	NM_001123363	0.000	-	RGPD6
chr2	201118545	201172688	NM_001127183	0.000	+	CFLAR
chr2	201116153	201141600	NM_001127184	0.000	+	CFLAR
chr2	216412749	216483051	NM_001127207	0.000	+	SMARCAL1
chr2	195656807	195737702	NM_001127257	0.000	+	SLC39A10
chr2	222199886	222298996	NM_001127366	0.000	-	PAX3
chr2	171522355	171558133	NM_001127383	0.000	+	CYBRD1
chr2	201288270	201357398	NM_001127391	0.000	-	ALS2CR12
chr2	207609114	207625249	NM_001127395	0.000	-	METTL21A
chr2	30146883	30160533	NM_001127399	0.000	+	YPEL5
chr2	30146883	30160533	NM_001127400	0.000	+	YPEL5
chr2	30146883	30160533	NM_001127401	0.000	+	YPEL5
chr2	112138384	112188214	NM_001128165	0.000	+	FBLN7
chr2	110123335	110205062	NM_001128178	0.000	-	NPHP1
chr2	110123335	110205062	NM_001128179	0.000	-	NPHP1
chr2	65310850	65366797	NM_001128210	0.000	-	SPRED2
chr2	159235792	159286725	NM_001128212	0.000	-	WDSUB1
chr2	159235792	159286592	NM_001128213	0.000	-	WDSUB1
chr2	190343469	190371665	NM_001128928	0.000	+	INPP1
chr2	61065870	61124278	NM_001129993	0.000	+	KIAA1841
chr2	17754146	17785365	NM_001130009	0.000	+	GEN1
chr2	227813841	227817564	NM_001130046	0.000	+	CCL20
chr2	191245380	191425389	NM_001130158	0.000	+	MYO1B
chr2	181891715	181930737	NM_001130445	0.000	+	SSFA2
chr2	71466701	71686763	NM_001130455	0.000	+	DYSF
chr2	58046641	58159920	NM_001130480	0.000	+	VRK2
chr2	58046711	58159920	NM_001130481	0.000	+	VRK2
chr2	58046641	58159920	NM_001130482	0.000	+	VRK2
chr2	58046641	58159920	NM_001130483	0.000	+	VRK2
chr2	230713547	230821075	NM_001130849	0.000	+	CAB39
chr2	230713547	230821075	NM_001130850	0.000	+	CAB39
chr2	71453622	71686763	NM_001130976	0.000	+	DYSF
chr2	71453622	71686763	NM_001130977	0.000	+	DYSF
chr2	71453622	71686763	NM_001130978	0.000	+	DYSF
chr2	71453622	71686763	NM_001130979	0.000	+	DYSF
chr2	71453622	71686763	NM_001130980	0.000	+	DYSF
chr2	71453622	71686763	NM_001130981	0.000	+	DYSF
chr2	71466701	71686763	NM_001130982	0.000	+	DYSF
chr2	71466701	71686763	NM_001130983	0.000	+	DYSF
chr2	71466701	71686763	NM_001130984	0.000	+	DYSF
chr2	71466701	71686763	NM_001130985	0.000	+	DYSF
chr2	71466701	71686763	NM_001130986	0.000	+	DYSF
chr2	71466701	71686763	NM_001130987	0.000	+	DYSF
chr2	98444857	98591033	NM_001134224	0.000	+	INPP4A
chr2	98444857	98591033	NM_001134225	0.000	+	INPP4A
chr2	73202257	73211212	NM_001134462	0.000	+	NOTO
chr2	76747723	77522376	NM_001134745	0.000	-	LRRTM4
chr2	85354719	85391752	NM_001135021	0.000	+	ELMOD3
chr2	85354719	85391752	NM_001135022	0.000	+	ELMOD3
chr2	85354719	85391752	NM_001135023	0.000	+	ELMOD3
chr2	75492317	75560966	NM_001135032	0.000	-	EVA1A
chr2	74361153	74380355	NM_001135040	0.000	-	DCTN1
chr2	74361153	74374735	NM_001135041	0.000	-	DCTN1
chr2	157995178	158136154	NM_001135098	0.000	+	UPP2
chr2	9206764	9405683	NM_001135191	0.000	+	ASAP2
chr2	178463663	178478628	NM_001135212	0.000	-	FKBP7
chr2	55231902	55235853	NM_001135592	0.000	+	RPS27A
chr2	55287841	55419921	NM_001135597	0.000	-	CCDC88A
chr2	55172550	55232563	NM_001135598	0.000	-	CLHC1
chr2	48440768	48515392	NM_001135629	0.000	+	PPP1R21
chr2	88448206	88452535	NM_001135649	0.000	-	FOXI3
chr2	37105140	37157047	NM_001135651	0.000	-	EIF2AK2
chr2	37105140	37147822	NM_001135652	0.000	-	EIF2AK2
chr2	49918504	51032536	NM_001135659	0.000	-	NRXN1
chr2	38294886	38377290	NM_001135673	0.000	-	ATL2
chr2	201759457	201781172	NM_001135745	0.000	-	ALS2
chr2	127638420	127675190	NM_001136037	0.000	-	LIMS2
chr2	206765387	206796187	NM_001136193	0.000	+	FASTKD2
chr2	206765387	206796187	NM_001136194	0.000	+	FASTKD2
chr2	223975047	224039319	NM_001136528	0.000	-	SERPINE2
chr2	223975047	224038640	NM_001136530	0.000	-	SERPINE2
chr2	170990822	171066973	NM_001136555	0.000	-	TLK1
chr2	210431248	210476705	NM_001136574	0.000	-	LANCL1
chr2	210431248	210476775	NM_001136575	0.000	-	LANCL1
chr2	237627580	237781647	NM_001137550	0.000	+	LRRFIP1
chr2	237692163	237781647	NM_001137551	0.000	+	LRRFIP1
chr2	237692163	237765915	NM_001137552	0.000	+	LRRFIP1
chr2	237692163	237765915	NM_001137553	0.000	+	LRRFIP1
chr2	31867824	32010629	NM_001137602	0.000	-	MEMO1
chr2	112541914	112577152	NM_001137604	0.000	+	POLR1B
chr2	33476253	33564731	NM_001139488	0.000	+	RASGRP3
chr2	238320543	238400900	NM_001139490	0.000	+	TRAF3IP1
chr2	178431413	178450757	NM_001139517	0.000	-	PRKRA
chr2	178431413	178450628	NM_001139518	0.000	-	PRKRA
chr2	85544854	85561534	NM_001142269	0.000	-	GGCX
chr2	169072574	169096167	NM_001142270	0.000	+	DHRS9
chr2	169081106	169096167	NM_001142271	0.000	+	DHRS9
chr2	121337775	121649476	NM_001142273	0.000	-	CLASP1
chr2	121337775	121649476	NM_001142274	0.000	-	CLASP1
chr2	17663811	17753829	NM_001142286	0.000	-	SMC6
chr2	96705929	96740076	NM_001142292	0.000	-	LMAN2L
chr2	207711539	207756172	NM_001142300	0.000	+	CCNYL1
chr2	216081865	216102783	NM_001142310	0.000	+	TMEM169
chr2	216081865	216102783	NM_001142311	0.000	+	TMEM169
chr2	216081865	216102783	NM_001142312	0.000	+	TMEM169
chr2	183078558	183099994	NM_001142314	0.000	+	DUSP19
chr2	24029335	24047426	NM_001142319	0.000	-	C2orf44
chr2	106801599	106886154	NM_001142351	0.000	-	ST6GAL2
chr2	106813075	106887107	NM_001142352	0.000	-	ST6GAL2
chr2	130356006	130375409	NM_001142370	0.000	+	PTPN18
chr2	62706896	63046486	NM_001142614	0.000	+	EHBP1
chr2	62673850	63046486	NM_001142615	0.000	+	EHBP1
chr2	62705865	63046486	NM_001142616	0.000	+	EHBP1
chr2	105264389	105329714	NM_001142621	0.000	-	TGFBRAP1
chr2	28810833	28850609	NM_001142634	0.000	+	SPDYA
chr2	227979953	228181645	NM_001142644	0.000	-	SPHKAP
chr2	190506892	190534742	NM_001142645	0.000	-	TMEM194B
chr2	38563185	38603036	NM_001142650	0.000	-	HNRNPLL
chr2	27625638	27628878	NM_001142683	0.000	-	CCDC121
chr2	110732572	111118222	NM_001142807	0.000	+	ACOXL
chr2	238238266	238240124	NM_001142853	0.000	-	HES6
chr2	61162493	61164829	NM_001143959	0.000	+	C2orf74
chr2	61145107	61164829	NM_001143960	0.000	+	C2orf74
chr2	106404679	106468345	NM_001144013	0.000	-	RGPD3
chr2	219161458	219170095	NM_001144889	0.000	-	SLC23A3
chr2	219161458	219170095	NM_001144890	0.000	-	SLC23A3
